passer_player_name,season,MVP,posteam,wins,losses,pct,tot_rushing_yards,tot_rushing_tds,tot_games_played,avg_air_epa,epa_play,avg_wpa,tot_completions,tot_attempts,tot_passing_yards,tot_passing_tds,tot_ints,avg_cpoe,passing_yard_rank,cpoe_rank,avg_wpa_rank,epa_rank,passing_td_rank,completion_percentage,comp_percentage_rank,passing_epa_rank,tot_yards,tot_tds,tot_yard_rank,tot_td_rank,played_ten_games,win_rank
A.Brooks,2004,0,NO,8,8,0.5,173,4,16,NA,0.0235082457334463,NA,309,585,3810,21,16,NA,9,2,1,17,11,0.528205128205128,26,1,3983,25,8,10,1,15.5
A.Feeley,2004,0,MIA,4,12,0.25,13,1,11,NA,-0.220920748772961,NA,191,383,1893,11,15,NA,29,3,2,34,26,0.498694516971279,32,2,1906,12,29,27.5,1,35
B.Favre,2004,0,GB,10,6,0.625,36,0,16,NA,0.221886697746526,NA,346,554,4088,30,17,NA,5,4,3,5,4,0.624548736462094,6,3,4124,30,5,4.5,1,8
B.Griese,2004,0,TB,5,11,0.3125,17,0,11,NA,0.12464454340077499,NA,233,364,2632,20,12,NA,21,5,4,9,14,0.64010989010989,2,4,2649,20,24,14.5,1,30.5
B.Leftwich,2004,0,JAX,9,7,0.5625,148,2,14,NA,0.0243793478865906,NA,267,470,2941,15,10,NA,17,6,5,16,23,0.568085106382979,14,5,3089,17,18,22,1,11.5
B.Roethlisberger,2004,0,PIT,15,1,0.9375,144,1,14,NA,0.169774754604748,NA,196,326,2621,17,11,NA,22,7,6,8,19,0.601226993865031,9,6,2765,18,22,19.5,1,1
B.Volek,2004,0,TEN,5,11,0.3125,50,1,10,NA,-0.0144124642310601,NA,218,387,2486,18,10,NA,25,8,7,21,17,0.563307493540052,17,7,2536,19,26,17,1,30.5
C.Hutchinson,2004,0,CHI,5,11,0.3125,14,0,5,NA,-0.267366689274282,NA,92,185,903,4,3,NA,37,9,8,37,37,0.497297297297297,33,8,917,4,37,37,0,30.5
C.Krenzel,2004,0,CHI,5,11,0.3125,41,0,6,NA,-0.552661270010927,NA,59,150,718,3,6,NA,38,10,9,38,38,0.393333333333333,38,9,759,3,38,38,0,30.5
C.Palmer,2004,0,CIN,8,8,0.5,47,1,13,NA,-0.0729662460762499,NA,263,457,2897,18,18,NA,19,11,10,25,18,0.575492341356674,12,10,2944,19,20,17,1,15.5
C.Pennington,2004,0,NYJ,10,6,0.625,126,1,13,NA,0.043894086032624,NA,242,391,2673,16,9,NA,20,12,11,14,21,0.618925831202046,7,11,2799,17,21,22,1,8
D.Bledsoe,2004,0,BUF,9,7,0.5625,37,0,16,NA,-0.0233459798266318,NA,256,487,2932,20,16,NA,18,13,12,23,15,0.525667351129363,27,12,2969,20,19,14.5,1,11.5
D.Brees,2004,0,LAC,12,4,0.75,85,2,15,NA,0.286472428263413,NA,262,418,3159,27,7,NA,15,14,13,3,7,0.626794258373206,4,13,3244,29,15,6,1,4.5
D.Carr,2004,0,HOU,7,9,0.4375,299,0,16,NA,0.039168864099922,NA,285,517,3531,16,14,NA,11,15,14,15,22,0.551257253384913,19,14,3830,16,10,24,1,19
D.Culpepper,2004,0,MIN,8,8,0.5,406,2,16,NA,0.295901163492891,NA,379,597,4717,39,11,NA,1,16,15,2,2,0.634840871021776,3,15,5123,41,1,2,1,15.5
D.McNabb,2004,0,PHI,13,3,0.8125,220,3,15,NA,0.214552627940937,NA,300,503,3875,31,8,NA,8,17,16,7,3,0.596421471172962,10,16,4095,34,6,3,1,3
E.Manning,2004,0,NYG,6,10,0.375,35,0,8,NA,-0.16540412182605,NA,95,211,1043,6,9,NA,36,18,17,31,34,0.450236966824645,37,17,1078,6,36,35.5,0,24
J.Delhomme,2004,0,CAR,7,9,0.4375,71,1,16,NA,0.114557129888358,NA,310,568,3886,29,15,NA,7,19,18,10,5,0.545774647887324,22,18,3957,30,9,4.5,1,19
J.Fiedler,2004,0,MIA,4,12,0.25,59,0,8,NA,-0.215635096833353,NA,101,215,1186,7,8,NA,35,20,19,33,32,0.469767441860465,35,19,1245,7,34,33,0,35
J.Garcia,2004,0,CLE,4,12,0.25,169,2,11,NA,-0.0908047053683501,NA,144,276,1731,10,9,NA,30,21,20,27,28,0.521739130434783,28,20,1900,12,30,27.5,1,35
J.Harrington,2004,0,DET,6,10,0.375,175,0,16,NA,-0.119070911466908,NA,274,528,3047,19,12,NA,16,22,21,29,16,0.518939393939394,29,21,3222,19,16,17,1,24
J.McCown,2004,0,ARI,6,10,0.375,112,2,14,NA,-0.110147807496099,NA,233,440,2511,11,10,NA,24,23,22,28,27,0.529545454545455,25,22,2623,13,25,26,1,24
J.Plummer,2004,0,DEN,10,6,0.625,202,1,16,NA,0.105713053021082,NA,303,536,4089,27,20,NA,4,24,23,11,8,0.565298507462687,15,23,4291,28,4,7.5,1,8
K.Boller,2004,0,BAL,9,7,0.5625,189,1,16,NA,-0.164105159759204,NA,258,501,2559,13,11,NA,23,25,24,30,25,0.514970059880239,30,24,2748,14,23,25,1,11.5
K.Collins,2004,0,LV,5,11,0.3125,36,0,14,NA,-0.0426346690268676,NA,289,540,3495,21,20,NA,13,26,25,24,12,0.535185185185185,24,25,3531,21,13,13,1,30.5
K.Dorsey,2004,0,SF,2,14,0.125,7,0,8,NA,-0.24234085387617,NA,123,239,1231,6,9,NA,33,27,26,35,35,0.514644351464435,31,26,1238,6,35,35.5,0,37.5
K.Warner,2004,0,NYG,6,10,0.375,30,1,10,NA,0.00382334259002536,NA,174,316,2054,6,4,NA,28,28,27,19,36,0.550632911392405,20,27,2084,7,28,33,1,24
M.Brunell,2004,0,WAS,6,10,0.375,62,0,9,NA,-0.245527927352551,NA,118,253,1194,7,6,NA,34,29,28,36,33,0.466403162055336,36,28,1256,7,33,33,0,24
M.Bulger,2004,0,LA,8,8,0.5,89,3,14,NA,0.0821695105570509,NA,321,527,3964,21,14,NA,6,30,29,13,13,0.609108159392789,8,29,4053,24,7,11,1,15.5
M.Hasselbeck,2004,0,SEA,9,7,0.5625,90,1,14,NA,0.088601057294033,NA,279,507,3382,22,15,NA,14,31,30,12,10,0.550295857988166,21,30,3472,23,14,12,1,11.5
M.Vick,2004,0,ATL,11,5,0.6875,902,3,15,NA,-0.214462614155725,NA,181,367,2313,14,12,NA,26,32,31,32,24,0.493188010899183,34,31,3215,17,17,22,1,6
P.Ramsey,2004,0,WAS,6,10,0.375,19,0,9,NA,-0.0222110271943318,NA,169,295,1665,10,11,NA,31,33,33,22,29,0.572881355932203,13,33,1684,10,31,29.5,0,24
S.McNair,2004,0,TEN,5,11,0.3125,128,1,8,NA,0.0161253023196961,NA,129,229,1343,8,9,NA,32,34,34,18,31,0.563318777292576,16,34,1471,9,32,31,0,30.5
T.Brady,2004,0,NE,14,2,0.875,28,0,16,NA,0.218795549192058,NA,288,500,3692,28,14,NA,10,35,35,6,6,0.576,11,35,3720,28,11,7.5,1,2
T.Green,2004,0,KC,7,9,0.4375,85,0,16,NA,0.23351138941094,NA,369,590,4591,27,17,NA,2,36,36,4,9,0.625423728813559,5,36,4676,27,2,9,1,19
T.Rattay,2004,0,SF,2,14,0.125,55,0,9,NA,-0.084886865049096,NA,198,367,2169,10,10,NA,27,37,37,26,30,0.539509536784741,23,37,2224,10,27,29.5,0,37.5
V.Testaverde,2004,0,DAL,6,10,0.375,38,1,16,NA,-0.00747663359074462,NA,296,529,3518,17,20,NA,12,38,38,20,20,0.559546313799622,18,38,3556,18,12,19.5,1,24
S.Alexander,2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,44,NA,NA,NA,NA,NA,NA,44,44,NA,44
A.Brooks,2005,0,NO,3,13,0.1875,281,2,13,NA,-0.054161582797587,NA,240,465,2882,13,17,NA,16,2,1,27,22,0.516129032258065,33,1,3163,15,14,20.5,1,42
A.Smith,2005,0,SF,4,12,0.25,103,0,9,NA,-0.458579828910904,NA,84,194,875,1,11,NA,42,3,2,43,43,0.43298969072165,42,2,978,1,42,43,0,39
A.Wright,2005,0,BAL,6,10,0.375,68,0,8,NA,-0.124182203484141,NA,164,285,1582,6,9,NA,30,4,3,32,35,0.575438596491228,17,3,1650,6,32,38,0,26.5
B.Bollinger,2005,0,NYJ,4,12,0.25,138,0,11,NA,-0.195408760431339,NA,150,300,1558,7,6,NA,32,5,4,39,32,0.5,37,4,1696,7,31,35,1,39
B.Favre,2005,0,GB,4,12,0.25,62,0,16,NA,-0.00683112740493408,NA,372,634,3881,20,29,NA,3,6,5,21,10,0.586750788643533,13,5,3943,20,3,13,1,39
B.Griese,2005,0,TB,11,5,0.6875,12,0,6,NA,-0.0462731557048502,NA,112,186,1136,7,7,NA,38,7,6,24,33,0.602150537634409,9,6,1148,7,39,35,0,9.5
B.Johnson,2005,0,MIN,9,7,0.5625,53,0,11,NA,0.00625864496671338,NA,183,316,1885,12,4,NA,27,8,7,20,23,0.579113924050633,14,7,1938,12,28,24,1,19
B.Leftwich,2005,0,JAX,12,4,0.75,67,2,11,NA,0.0514971538519645,NA,175,325,2123,15,5,NA,24,9,8,16,18,0.538461538461538,29,8,2190,17,24,17.5,1,4.5
B.Roethlisberger,2005,0,PIT,11,5,0.6875,69,3,12,NA,0.233790059708791,NA,168,291,2385,17,9,NA,21,10,9,2,14,0.577319587628866,15,9,2454,20,21,13,1,9.5
C.Frye,2005,0,CLE,6,10,0.375,53,1,7,NA,-0.191085263115621,NA,98,187,1002,4,6,NA,40,11,10,38,39,0.524064171122995,31,10,1055,5,40,39.5,0,26.5
C.Palmer,2005,0,CIN,11,5,0.6875,44,1,16,NA,0.196449170258392,NA,345,530,3836,32,12,NA,4,12,11,3,1,0.650943396226415,2,11,3880,33,4,1,1,9.5
C.Simms,2005,0,TB,11,5,0.6875,31,0,11,NA,-0.0755756091088669,NA,191,341,2035,10,7,NA,25,13,12,29,28,0.560117302052786,22,12,2066,10,26,29,1,9.5
D.Bledsoe,2005,0,DAL,9,7,0.5625,50,2,16,NA,0.0541173476523652,NA,300,550,3639,23,17,NA,8,14,13,14,8,0.545454545454545,26,13,3689,25,8,6,1,19
D.Brees,2005,0,LAC,9,7,0.5625,49,1,16,NA,0.10027714659844,NA,323,527,3576,24,15,NA,9,15,14,9,4,0.612903225806452,7,14,3625,25,9,6,1,19
D.Carr,2005,0,HOU,2,14,0.125,308,1,16,NA,-0.137532412040928,NA,256,493,2488,14,11,NA,19,16,15,35,20,0.519269776876268,32,15,2796,15,18,20.5,1,43
D.Culpepper,2005,0,MIN,9,7,0.5625,141,1,7,NA,-0.135230940403143,NA,139,248,1564,6,12,NA,31,17,16,34,36,0.560483870967742,21,16,1705,7,30,35,0,19
D.Garrard,2005,0,JAX,12,4,0.75,185,3,6,NA,0.060674360467595,NA,98,178,1117,4,1,NA,39,18,17,12,40,0.550561797752809,25,17,1302,7,35,35,0,4.5
D.McNabb,2005,0,PHI,6,10,0.375,55,1,9,NA,0.0325681740019496,NA,211,377,2507,16,9,NA,18,19,18,17,16,0.559681697612732,23,18,2562,17,20,17.5,0,26.5
E.Manning,2005,0,NYG,11,5,0.6875,80,1,16,NA,0.0593108302089251,NA,294,586,3762,24,17,NA,5,20,19,13,5,0.501706484641638,36,19,3842,25,5,6,1,9.5
G.Frerotte,2005,0,MIA,9,7,0.5625,61,0,16,NA,-0.0510262358465756,NA,257,521,2996,18,13,NA,15,21,20,26,12,0.493282149712092,39,20,3057,18,16,15,1,19
J.Delhomme,2005,0,CAR,11,5,0.6875,31,1,16,NA,0.0805699785518794,NA,262,463,3421,24,16,NA,11,22,21,10,6,0.565874730021598,19,21,3452,25,12,6,1,9.5
J.Garcia,2005,0,DET,5,11,0.3125,51,1,6,NA,-0.134056643559506,NA,102,179,937,3,6,NA,41,23,22,33,41,0.569832402234637,18,22,988,4,41,41,0,33.5
J.Harrington,2005,0,DET,5,11,0.3125,80,0,12,NA,-0.143050258738198,NA,189,354,2021,12,12,NA,26,24,23,36,24,0.533898305084746,30,23,2101,12,25,24,1,33.5
J.Losman,2005,0,BUF,5,11,0.3125,152,0,9,NA,-0.18793480812109,NA,114,254,1340,8,8,NA,34,25,24,37,31,0.448818897637795,40,24,1492,8,34,31.5,0,33.5
J.Martin,2005,0,LA,6,10,0.375,6,0,8,NA,-0.0245879306256004,NA,124,189,1277,5,7,NA,35,26,25,22,37,0.656084656084656,1,25,1283,5,36.5,39.5,0,26.5
J.McCown,2005,0,ARI,5,11,0.3125,139,0,9,NA,-0.0616629542340271,NA,163,289,1832,9,11,NA,28,27,26,28,30,0.56401384083045,20,26,1971,9,27,30,0,33.5
J.Plummer,2005,0,DEN,13,3,0.8125,156,2,16,NA,0.111140686368251,NA,277,480,3366,18,7,NA,12,28,27,8,13,0.577083333333333,16,27,3522,20,11,13,1,2.5
K. Orton,2005,0,CHI,11,5,0.6875,22,0,7,NA,-0.328863255147523,NA,68,155,683,2,4,NA,43,29,28,42,42,0.438709677419355,41,28,705,2,43,42,0,9.5
K.Boller,2005,0,BAL,6,10,0.375,66,1,9,NA,-0.0502375058557818,NA,171,317,1799,11,12,NA,29,30,29,25,25,0.539432176656151,28,29,1865,12,29,24,0,26.5
K.Collins,2005,0,LV,4,12,0.25,38,1,15,NA,0.0177763116674613,NA,302,605,3759,20,13,NA,6,31,30,19,11,0.499173553719008,38,30,3797,21,6,10.5,1,39
K.Holcomb,2005,0,BUF,5,11,0.3125,11,1,10,NA,0.0227733795709566,NA,155,247,1509,10,8,NA,33,32,31,18,29,0.62753036437247,4,31,1520,11,33,27,1,33.5
K.Orton,2005,0,CHI,11,5,0.6875,22,0,8,NA,-0.214995321775012,NA,122,243,1186,7,9,NA,36,33,32,40,34,0.502057613168724,35,32,1208,7,38,35,0,9.5
K.Warner,2005,0,ARI,5,11,0.3125,28,0,10,NA,0.0773048762935613,NA,242,400,2713,11,9,NA,17,34,33,11,26,0.605,8,33,2741,11,19,27,1,33.5
M.Brunell,2005,0,WAS,10,6,0.625,111,0,16,NA,0.0523523085888095,NA,262,483,3050,23,10,NA,14,35,34,15,9,0.542443064182195,27,34,3161,23,15,9,1,15
M.Bulger,2005,0,LA,6,10,0.375,29,0,8,NA,0.134507436367699,NA,192,313,2297,14,9,NA,23,36,35,6,21,0.613418530351438,6,35,2326,14,23,22,0,26.5
M.Hasselbeck,2005,0,SEA,13,3,0.8125,124,1,16,NA,0.195814552326243,NA,294,473,3455,24,10,NA,10,37,36,4,7,0.621564482029598,5,36,3579,25,10,6,1,2.5
M.McMahon,2005,0,PHI,6,10,0.375,125,3,9,NA,-0.268922967563125,NA,94,228,1158,5,8,NA,37,38,37,41,38,0.412280701754386,43,37,1283,8,36.5,31.5,0,26.5
M.Vick,2005,0,ATL,8,8,0.5,610,6,15,NA,-0.076236775415645,NA,214,422,2412,15,13,NA,20,39,38,30,19,0.507109004739337,34,38,3022,21,17,10.5,1,22
P.Manning,2005,0,IND,14,2,0.875,45,0,16,NA,0.379251319219872,NA,305,471,3747,28,10,NA,7,40,39,1,2,0.64755838641189,3,39,3792,28,7,2,1,1
S.McNair,2005,0,TEN,4,12,0.25,139,1,14,NA,-0.0427001144404928,NA,292,497,3161,16,11,NA,13,41,40,23,17,0.587525150905433,11,40,3300,17,13,17.5,1,39
T.Brady,2005,0,NE,10,6,0.625,89,1,16,NA,0.181147515330299,NA,334,558,4110,26,14,NA,1,42,41,5,3,0.598566308243728,10,41,4199,27,1,3,1,15
T.Dilfer,2005,0,CLE,6,10,0.375,46,0,11,NA,-0.082949771864681,NA,199,356,2321,11,12,NA,22,43,42,31,27,0.558988764044944,24,42,2367,11,22,27,1,26.5
T.Green,2005,0,KC,10,6,0.625,82,0,16,NA,0.12442812943723,NA,317,540,4014,17,10,NA,2,44,43,7,15,0.587037037037037,12,43,4096,17,2,17.5,1,15
L.Tomlinson,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,NA,NA,NA,NA,NA,NA,43,43,NA,43
A.Brooks,2006,0,LV,2,14,0.125,124,0,7,NA,-0.263341481535742,0.00984568107594512,110,218,1105,3,8,-2.02397722157703,39,27,2,41,40,0.504587155963303,37,1,1229,3,37,41,0,41.5
A.Smith,2006,0,SF,7,9,0.4375,151,2,16,NA,-0.0954603264754992,0.00188790845874569,259,480,2901,16,15,-0.833814058985029,16,24,24,29,19,0.539583333333333,28,2,3052,18,16,17.5,1,28
A.Walter,2006,0,LV,2,14,0.125,30,0,12,NA,-0.342624180309179,0.00584256970193597,147,322,1677,3,13,-6.16578806075267,31,42,7,42,41,0.456521739130435,42,3,1707,3,32,41,1,41.5
B.Favre,2006,0,GB,8,8,0.5,28,1,16,NA,-0.015998556150856,0.00243220030608987,343,634,3885,18,18,-5.35624275522784,6,40,23,18,13,0.541009463722397,26,4,3913,19,6,15,1,22
B.Gradkowski,2006,0,TB,4,12,0.25,161,0,13,NA,-0.249849905219651,0.00734874717276311,177,353,1661,9,9,-6.00943161935285,32,41,4,40,31,0.501416430594901,38,5,1822,9,31,33.5,1,38.5
B.Johnson,2006,0,MIN,6,10,0.375,82,1,15,NA,-0.17697778356714,0.00445755300144508,270,469,2750,9,15,0.98906059662501,19,16,12,37,32,0.575692963752665,16,6,2832,10,19,29.5,1,31.5
B.Leftwich,2006,0,JAX,8,8,0.5,41,2,6,NA,-0.0167321718191843,-1.62154415591897e-4,109,193,1158,7,5,-1.23115695843642,38,25,36,19,36,0.564766839378238,18,7,1199,9,38,33.5,0,22
B.Roethlisberger,2006,0,PIT,8,8,0.5,98,2,15,NA,-0.00964688523314755,0.00446107590378191,281,516,3528,18,23,1.54702844364303,8,14,11,16,14,0.544573643410853,25,8,3626,20,8,12,1,22
C.Frye,2006,0,CLE,4,12,0.25,215,3,13,NA,-0.199171007082629,3.88027317990122e-4,251,435,2449,10,17,4.92686376747059,23,4,35,39,27,0.577011494252874,15,9,2664,13,23,23,1,38.5
C.Palmer,2006,0,CIN,8,8,0.5,35,0,16,NA,0.102456315370357,0.00420261567551686,324,556,4036,28,13,5.45323239506626,5,2,13,6,2,0.58273381294964,11,10,4071,28,5,2,1,22
C.Pennington,2006,0,NYJ,10,6,0.625,111,0,16,NA,0.036653156074587,0.00358352118843003,313,514,3352,17,16,2.86582984772079,10,8,14,12,16,0.608949416342412,6,11,3463,17,10,20,1,7.5
D.Bledsoe,2006,0,DAL,9,7,0.5625,28,2,6,NA,-0.0492147671312694,0.0028315965626857,90,185,1164,7,8,-3.68520748373624,37,33,17,24,37,0.486486486486487,39,12,1192,9,39,33.5,0,13.5
D.Brees,2006,0,NO,10,6,0.625,32,0,16,NA,0.196918734161729,0.00155285749389197,357,575,4424,26,11,1.67491101362304,1,11,28,3,3,0.620869565217391,3,13,4456,26,1,3,1,7.5
D.Carr,2006,0,HOU,6,10,0.375,193,2,16,NA,-0.112658095623036,-3.46205159069518e-4,302,483,2765,11,12,3.63493290642139,18,5,37,32,23,0.625258799171843,2,14,2958,13,18,23,1,31.5
D.Culpepper,2006,0,MIA,6,10,0.375,20,1,4,NA,-0.124454039189461,-0.0025174200440848,81,155,929,2,3,-0.776150953769684,41,23,41,34,42,0.52258064516129,33,15,949,3,42,41,0,31.5
D.Garrard,2006,0,JAX,8,8,0.5,250,0,10,NA,-0.109978528031714,-0.00409402573733535,145,261,1735,10,9,1.7359529372672,30,10,42,31,28,0.555555555555556,21,16,1985,10,28,29.5,1,22
D.Huard,2006,0,KC,9,7,0.5625,9,0,10,NA,0.11215907970086,0.00159287318251587,148,261,1878,11,1,-3.27462158773256,28,31,27,5,24,0.567049808429119,17,17,1887,11,29,27,1,13.5
D.McNabb,2006,0,PHI,10,6,0.625,212,3,10,NA,0.0724669201952943,0.00153696615021146,180,337,2612,17,6,-2.46994248073962,20,29,29,9,17,0.534124629080119,30,18,2824,20,20,12,1,7.5
E.Manning,2006,0,NYG,8,8,0.5,21,0,16,NA,-0.0404804941268299,0.00182089050132707,301,548,3244,24,18,-3.93776160337237,11,35,25,23,4,0.549270072992701,23,19,3265,24,12,5,1,22
J.Campbell,2006,0,WAS,5,11,0.3125,112,0,7,NA,-0.0245447632959669,0.00716378295004898,110,215,1297,10,6,-5.03979245228554,36,39,5,20,29,0.511627906976744,36,20,1409,10,33,29.5,0,35.5
J.Cutler,2006,0,DEN,9,7,0.5625,18,0,5,NA,-0.116711862995,0.0179484816776653,81,150,1001,9,5,0.145050839141563,40,20,1,33,33,0.54,27,21,1019,9,41,33.5,0,13.5
J.Delhomme,2006,0,CAR,8,8,0.5,12,0,13,NA,-0.012344249878617,8.03868503768153e-4,263,453,2805,17,11,1.26499345485311,17,15,33,17,18,0.580573951434879,13,22,2817,17,21,20,1,22
J.Garcia,2006,0,PHI,10,6,0.625,87,0,8,NA,0.0856956585837782,7.19928097759108e-4,116,195,1309,10,2,0.610903173350216,35,19,34,8,30,0.594871794871795,7,23,1396,10,35,29.5,0,7.5
J.Harrington,2006,0,MIA,6,10,0.375,17,0,11,NA,-0.0994838834785549,0.00268683406244428,223,404,2236,12,15,-2.7180730088337,25,30,20,30,21,0.551980198019802,22,24,2253,12,26,25.5,1,31.5
J.Kitna,2006,0,DET,3,13,0.1875,156,2,16,NA,-0.0801554195048692,0.00683193635269163,372,660,4208,21,22,-0.0511991154206427,4,21,6,26,9,0.563636363636364,20,25,4364,23,3,7.5,1,40
J.Losman,2006,0,BUF,7,9,0.4375,140,1,16,NA,-0.0553469724594847,0.00143788694913422,269,477,3050,19,14,3.34050748264998,13,6,31,25,11,0.563941299790356,19,26,3190,20,14,12,1,28
J.Plummer,2006,0,DEN,9,7,0.5625,112,1,12,NA,-0.089992746672271,0.00351927394809881,175,335,1994,11,13,-3.56275940039119,27,32,15,28,25,0.522388059701492,34,27,2106,12,27,25.5,1,13.5
K.Warner,2006,0,ARI,5,11,0.3125,3,0,6,NA,0.0291364605630048,0.00153435726437737,108,182,1377,6,5,1.60196464668754,33,13,30,13,39,0.593406593406593,8,28,1380,6,36,39,0,35.5
M.Brunell,2006,0,WAS,5,11,0.3125,34,0,9,NA,0.00727769352733971,-6.036786160545e-4,162,275,1789,8,4,-1.57104836768858,29,26,39,14,34,0.589090909090909,9,29,1823,8,30,36.5,0,35.5
M.Bulger,2006,0,LA,8,8,0.5,44,0,16,NA,0.0645938322882421,0.0025651760953952,370,639,4301,24,8,1.63514981509516,3,12,22,10,5,0.579029733959311,14,30,4345,24,4,5,1,22
M.Hasselbeck,2006,0,SEA,9,7,0.5625,110,0,12,NA,-0.0325744920136697,0.00269099750254869,210,406,2442,18,15,-2.4640774254083,24,28,19,21,15,0.517241379310345,35,31,2552,18,25,17.5,1,13.5
M.Leinart,2006,0,ARI,5,11,0.3125,44,2,12,NA,-0.00838912243114497,0.00167710274510058,213,397,2542,11,12,-4.98501036046208,21,38,26,15,26,0.536523929471033,29,32,2586,13,24,23,1,35.5
M.Vick,2006,0,ATL,7,9,0.4375,1039,2,16,NA,-0.167599722025445,0.00256562407956646,205,434,2474,20,13,-4.01648228673449,22,36,21,36,10,0.472350230414747,41,33,3513,22,9,9.5,1,28
P.Manning,2006,0,IND,12,4,0.75,36,4,16,NA,0.290637841176465,0.00476656607123995,362,573,4397,31,9,5.05296549373055,2,3,10,1,1,0.631762652705061,1,34,4433,35,2,1,1,4.5
P.Rivers,2006,0,LAC,14,2,0.875,53,0,16,NA,0.169366608239874,0.00563135633480449,284,489,3387,22,9,1.8715080258528,9,9,8,4,8,0.580777096114519,12,35,3440,22,11,9.5,1,1
R.Grossman,2006,0,CHI,13,3,0.8125,2,0,16,NA,-0.0876785058485406,0.00542283606329905,262,501,3197,23,20,-3.76851638870923,12,34,9,27,7,0.522954091816367,32,36,3199,23,13,7.5,1,2.5
S.McNair,2006,0,BAL,13,3,0.8125,119,1,16,NA,0.0531049033771738,0.0027120478053219,295,483,3050,16,12,3.16984095424414,14,7,18,11,20,0.610766045548654,5,37,3169,17,15,20,1,2.5
S.Wallace,2006,0,SEA,9,7,0.5625,119,0,6,NA,-0.191036010195511,0.00847504727691163,82,154,927,8,7,-0.201706330363567,42,22,3,38,35,0.532467532467532,31,38,1046,8,40,36.5,0,13.5
T.Brady,2006,0,NE,12,4,0.75,102,0,16,NA,0.0865685064766242,0.00326771578579936,320,545,3533,24,12,0.962783481984858,7,17,16,7,6,0.587155963302752,10,39,3635,24,7,5,1,4.5
T.Green,2006,0,KC,9,7,0.5625,59,0,8,NA,-0.0334752632123964,-9.97462280479183e-4,121,222,1342,7,9,0.741803989960597,34,18,40,22,38,0.545045045045045,24,40,1401,7,34,38,0,13.5
T.Romo,2006,0,DAL,9,7,0.5625,102,0,12,NA,0.230773023858964,-4.41068093131532e-4,220,360,2903,19,13,7.93381458373262,15,1,38,2,12,0.611111111111111,4,41,3005,19,17,15,1,13.5
V.Young,2006,0,TEN,8,8,0.5,553,7,15,NA,-0.145256743684244,8.79905622137169e-4,184,382,2199,12,13,-4.8653150465162,26,37,32,35,22,0.481675392670157,40,42,2752,19,22,15,1,22
T.Brady,2007,1,NE,16,0,1,98,2,16,NA,0.417409278761873,0.00366804844068364,398,599,4806,50,8,7.81241112968305,1,1,22,1,1,0.664440734557596,1,38,4904,52,1,1,1,1
A.Smith,2007,0,SF,5,11,0.3125,89,0,7,NA,-0.345928474277062,5.82131428746083e-4,94,210,914,2,4,-10.8420878490235,44,44,40,43,43,0.447619047619048,44,1,1003,2,43,43.5,0,31.5
B.Croyle,2007,0,KC,4,12,0.25,18,0,9,NA,-0.156996786562931,0.00325823069782908,127,240,1227,6,6,-4.90270213210752,34,39,25,35,35,0.529166666666667,35,2,1245,6,36,37.5,0,37.5
B.Favre,2007,0,GB,13,3,0.8125,12,0,16,NA,0.171550319722444,0.00295809301009847,356,550,4155,28,15,4.32765485002444,4,8,28,6,6,0.647272727272727,3,3,4167,28,4,8,1,3
B.Griese,2007,0,CHI,7,9,0.4375,28,0,7,NA,-2.98549395297571e-4,0.00130107164370548,161,277,1803,10,12,-1.38152791339843,25,29,36,19,22,0.581227436823105,20,4,1831,10,27,27,0,25
B.Roethlisberger,2007,0,PIT,10,6,0.625,204,2,15,NA,0.172848825784993,0.00679258265670854,265,453,3158,32,11,6.69259278075344,14,3,3,5,3,0.584988962472406,18,5,3362,34,14,3.5,1,10
C.Lemon,2007,0,MIA,1,15,0.0625,92,4,9,NA,-0.0542479047398256,0.0116589300832159,173,332,1773,6,6,-3.57633825616549,26,34,1,25,36,0.521084337349398,38,6,1865,10,25,27,0,44
C.Palmer,2007,0,CIN,7,9,0.4375,10,0,16,NA,0.080142976661661,0.00492479934542002,373,593,4130,26,20,5.33236372876039,5,5,10,12,10,0.629005059021922,5,7,4140,26,5,10,1,25
C.Pennington,2007,0,NYJ,4,12,0.25,32,1,9,NA,-0.0160461089717261,0.00632703794970114,179,287,1766,10,9,7.3943411193642,27,2,5,20,23,0.623693379790941,7,8,1798,11,28,23,0,37.5
C.Redman,2007,0,ATL,4,12,0.25,16,0,6,NA,-0.0777945243231097,0.00507821513284217,89,159,1079,10,5,-3.46164050167554,39,33,8,27,24,0.559748427672956,27,9,1095,10,40,27,0,37.5
D.Anderson,2007,0,CLE,10,6,0.625,71,3,16,NA,0.0547613960853963,0.00294866067471389,298,543,3786,29,19,-1.2555732990617,9,28,29,15,5,0.548802946593002,29,10,3857,32,9,5,1,10
D.Brees,2007,0,NO,7,9,0.4375,52,1,16,NA,0.0623029771219938,0.00556257102931643,440,668,4423,28,18,4.32342495680985,2,9,6,14,7,0.658682634730539,2,11,4475,29,2,6,1,25
